enrollment_id,employee_id,expected_exception_type,expected_severity,expected_business_impact
ENR000028244,EE0007773,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028247,EE0007774,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028249,EE0007774,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028259,EE0007777,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028263,EE0007777,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000028285,EE0007783,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028332,EE0007795,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028350,EE0007801,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028378,EE0007808,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028398,EE0007814,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028456,EE0007829,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028462,EE0007831,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028496,EE0007841,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028497,EE0007842,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028563,EE0007857,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028576,EE0007861,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028580,EE0007862,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028634,EE0007878,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000028690,EE0007893,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028694,EE0007894,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000028709,EE0007897,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028714,EE0007898,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028717,EE0007900,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028734,EE0007904,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028737,EE0007906,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028752,EE0007909,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028766,EE0007914,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028772,EE0007917,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028801,EE0007925,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000028871,EE0007943,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028872,EE0007944,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000028874,EE0007944,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000028908,EE0007953,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000028956,EE0007966,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029008,EE0007980,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029014,EE0007981,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029021,EE0007983,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029033,EE0007986,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029046,EE0007988,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029084,EE0008000,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029117,EE0008007,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029156,EE0008017,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029181,EE0008024,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029219,EE0008034,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029223,EE0008035,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029265,EE0008045,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029267,EE0008046,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000029275,EE0008048,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029283,EE0008050,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029299,EE0008054,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029301,EE0008054,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029303,EE0008055,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000029335,EE0008062,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029378,EE0008073,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029433,EE0008091,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029447,EE0008096,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029452,EE0008099,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029463,EE0008103,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029498,EE0008111,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029533,EE0008119,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029537,EE0008120,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000029559,EE0008126,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029626,EE0008143,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029632,EE0008146,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029639,EE0008147,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029666,EE0008155,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029675,EE0008157,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029728,EE0008174,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029771,EE0008184,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029785,EE0008187,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000029794,EE0008189,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029804,EE0008193,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029830,EE0008203,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029849,EE0008207,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000029858,EE0008211,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029902,EE0008224,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029975,EE0008246,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029983,EE0008248,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000029989,EE0008249,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030013,EE0008254,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030084,EE0008275,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030126,EE0008285,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030148,EE0008292,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030159,EE0008295,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000030166,EE0008296,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030214,EE0008308,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000030264,EE0008320,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030295,EE0008331,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030307,EE0008334,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030369,EE0008354,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030373,EE0008357,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030381,EE0008359,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000030424,EE0008372,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000030448,EE0008379,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030518,EE0008399,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030534,EE0008403,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030546,EE0008406,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030578,EE0008413,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030601,EE0008421,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000030645,EE0008433,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030652,EE0008436,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000030678,EE0008444,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000030712,EE0008451,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000030772,EE0008471,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030802,EE0008481,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030857,EE0008498,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000030867,EE0008501,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030874,EE0008503,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030879,EE0008504,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030897,EE0008508,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000030935,EE0008517,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000030940,EE0008518,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031008,EE0008536,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031014,EE0008539,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031020,EE0008540,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031041,EE0008547,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031044,EE0008547,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031080,EE0008558,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031088,EE0008560,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031124,EE0008569,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000031149,EE0008575,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031150,EE0008575,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031193,EE0008586,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031220,EE0008594,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031276,EE0008610,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031304,EE0008619,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031326,EE0008625,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031363,EE0008636,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031390,EE0008642,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031393,EE0008643,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031419,EE0008649,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031453,EE0008657,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031458,EE0008658,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031460,EE0008658,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031470,EE0008662,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000031474,EE0008663,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000031502,EE0008670,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031528,EE0008677,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031530,EE0008677,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031538,EE0008679,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031542,EE0008681,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031574,EE0008689,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031620,EE0008700,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031639,EE0008706,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031641,EE0008707,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000031642,EE0008707,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031661,EE0008711,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031733,EE0008731,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031801,EE0008748,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031810,EE0008750,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000031823,EE0008753,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031828,EE0008754,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031831,EE0008755,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000031850,EE0008759,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031856,EE0008761,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000031909,EE0008773,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000031925,EE0008780,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000031983,EE0008795,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032004,EE0008800,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032020,EE0008804,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000032022,EE0008804,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032043,EE0008809,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032049,EE0008812,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032068,EE0008816,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032094,EE0008823,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032135,EE0008834,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000032137,EE0008834,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032164,EE0008844,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000032167,EE0008844,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032175,EE0008846,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032246,EE0008869,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000032262,EE0008874,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032314,EE0008888,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032316,EE0008889,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032337,EE0008894,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032346,EE0008897,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032366,EE0008901,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032374,EE0008903,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032379,EE0008904,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032398,EE0008909,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032412,EE0008912,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032414,EE0008912,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032423,EE0008915,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032431,EE0008917,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032433,EE0008917,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032495,EE0008933,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032518,EE0008939,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032547,EE0008948,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032585,EE0008958,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032589,EE0008959,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032602,EE0008964,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032616,EE0008968,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032626,EE0008970,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032641,EE0008974,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000032681,EE0008986,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032709,EE0008992,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032740,EE0009001,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000032745,EE0009002,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032754,EE0009004,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032803,EE0009018,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000032826,EE0009024,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032827,EE0009024,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032835,EE0009025,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032839,EE0009026,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032855,EE0009030,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032877,EE0009036,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032884,EE0009038,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032890,EE0009039,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032893,EE0009040,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032895,EE0009040,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032959,EE0009055,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032961,EE0009055,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000032973,EE0009058,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000032987,EE0009062,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033009,EE0009068,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000033014,EE0009070,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000033022,EE0009071,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033033,EE0009074,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033053,EE0009080,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000033088,EE0009089,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033104,EE0009094,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000033145,EE0009104,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033148,EE0009105,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033192,EE0009115,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000033207,EE0009118,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033278,EE0009137,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000033291,EE0009141,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000033301,EE0009143,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033315,EE0009147,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033321,EE0009149,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033337,EE0009154,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000033343,EE0009155,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033353,EE0009157,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033389,EE0009166,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033442,EE0009179,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033447,EE0009180,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033461,EE0009184,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033480,EE0009191,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033485,EE0009192,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033489,EE0009193,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033490,EE0009193,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033534,EE0009204,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033544,EE0009207,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033568,EE0009215,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000033575,EE0009220,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033678,EE0009245,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033681,EE0009246,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033682,EE0009246,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033695,EE0009249,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033706,EE0009252,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033755,EE0009263,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033769,EE0009266,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033797,EE0009273,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033921,EE0009306,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033945,EE0009312,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033952,EE0009316,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033953,EE0009316,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000033976,EE0009324,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000033982,EE0009325,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000033992,EE0009329,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000034008,EE0009333,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034110,EE0009363,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034133,EE0009371,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034136,EE0009372,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000034145,EE0009374,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000034183,EE0009387,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034228,EE0009400,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034233,EE0009402,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034248,EE0009405,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034276,EE0009413,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034281,EE0009414,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034306,EE0009422,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034332,EE0009429,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034404,EE0009451,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000034456,EE0009464,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034464,EE0009467,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034485,EE0009472,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034512,EE0009480,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034514,EE0009481,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034521,EE0009484,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000034529,EE0009486,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034536,EE0009490,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034576,EE0009499,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034580,EE0009500,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034587,EE0009502,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034664,EE0009521,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034714,EE0009534,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034724,EE0009537,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000034782,EE0009552,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034918,EE0009593,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000034945,EE0009602,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034960,EE0009605,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000034972,EE0009609,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
